Battery_Voltage_(Lead-acid)_(V),Motor_Temperature,Motor_RPM,Range_(km),Tyre_Pressure_(psi),Brake_Fluid_(%),Coolant_Level_(%),Lubricant_Level_(%),Maintenance_Needed_(Area)
12.58,80.27,2869,269,32.25,77,61,82,No Maintenance Required
12.6,77.0,3086,273,34.22,73,64,84,Tyres
12.38,80.55,3067,270,35.48,64,64,85,Motor and Tyres
12.32,84.11,2829,258,33.59,70,68,86,Tyres and Brake System
12.63,79.41,3090,281,34.36,64,61,86,Motor and Tyres
12.76,82.89,2838,265,31.61,65,64,87,Brake System and Lubrication
12.56,75.73,3107,265,36.0,62,60,79,Tyres and Brake System
12.54,78.26,3277,260,36.33,64,71,84,Brake System and Lubrication
12.53,81.25,3208,263,36.02,74,64,86,Tyres and Brake System
12.57,75.44,2868,291,31.29,76,61,81,Tyres and Lubrication
12.7,77.03,3231,296,31.81,70,71,83,Tyres
12.68,81.68,2980,253,30.55,70,67,81,Battery
12.26,84.03,3072,294,34.1,77,70,86,Tyres and Brake System
12.27,77.33,3255,287,36.57,67,66,83,Battery
12.87,84.15,3199,273,31.65,73,73,88,Brake System and Lubrication
12.56,77.27,2873,265,32.18,61,64,81,No Maintenance Required
12.19,84.95,3201,277,31.96,78,71,85,Brake System and Lubrication
12.35,76.9,2971,293,34.23,70,75,80,Tyres
12.34,82.25,3003,270,30.61,67,74,84,No Maintenance Required
12.31,75.96,2872,266,34.89,72,65,88,Motor and Tyres
12.43,77.9,2982,257,36.41,65,74,88,Battery
12.82,77.25,2985,263,34.92,78,66,86,Tyres and Lubrication
12.61,76.4,2914,267,30.9,72,70,89,No Maintenance Required
12.68,82.74,2913,278,32.01,72,60,89,No Maintenance Required
12.84,79.87,3145,269,31.73,66,70,84,Battery
12.78,81.21,2912,292,34.19,78,63,78,Tyres and Lubrication
12.4,79.48,3275,292,33.58,62,61,90,Tyres and Brake System
12.51,84.08,2970,259,30.56,67,72,90,Battery
12.76,77.98,3138,290,31.17,75,70,82,Motor and Lubrication
12.25,83.49,3249,274,32.29,79,63,85,Tyres
12.71,83.24,3257,288,36.51,80,64,82,Tyres and Lubrication
12.76,75.89,2813,277,33.01,69,66,89,Tyres and Lubrication
12.13,79.46,3004,278,34.0,61,61,90,Motor and Tyres
12.89,83.49,2893,278,31.14,73,71,88,No Maintenance Required
12.6,81.46,3009,285,34.38,65,65,90,Brake System and Lubrication
12.77,75.35,3104,250,35.44,72,69,84,Tyres
12.46,76.48,3198,271,30.34,67,67,84,Tyres
12.22,79.72,2894,263,31.04,67,74,85,Motor and Tyres
12.29,84.1,2880,297,33.24,73,61,82,Tyres and Brake System
12.51,81.08,3038,282,34.18,80,72,84,Tyres
12.89,75.59,2820,266,33.79,72,60,88,Tyres and Lubrication
12.44,83.57,2923,268,36.82,60,67,87,Tyres and Brake System
12.14,81.11,2804,267,34.14,76,65,85,No Maintenance Required
12.57,84.44,3209,288,30.99,68,71,89,Battery
12.58,76.22,2987,293,36.56,80,62,90,Battery
12.53,84.3,3076,264,35.81,63,70,81,Tyres
12.45,81.86,2872,281,36.98,65,69,86,Brake System and Lubrication
12.21,83.18,3136,268,35.61,68,70,86,Motor and Lubrication
12.19,84.75,3169,288,33.98,62,72,81,Battery
12.74,79.8,3293,285,32.51,66,62,84,Tyres
12.65,83.52,2831,257,35.99,64,72,90,Motor and Tyres
12.57,77.59,3221,257,34.47,74,66,88,Motor and Tyres
12.32,79.76,3173,286,31.81,63,66,82,Tyres
12.54,77.94,2988,262,32.95,79,65,84,Battery
12.78,83.15,3105,259,30.9,62,62,86,Tyres
12.35,76.77,3171,269,35.2,66,65,88,Motor and Lubrication
12.17,83.89,3220,267,30.46,76,72,79,Brake System and Lubrication
12.63,84.21,3105,275,32.91,60,69,81,No Maintenance Required
12.35,78.99,3086,296,31.45,67,70,89,No Maintenance Required
12.59,81.07,3239,255,36.26,66,65,86,Tyres and Brake System
12.26,82.56,2926,300,32.97,70,66,86,Battery
12.43,84.87,2946,251,32.46,66,61,83,Tyres and Lubrication
12.34,76.56,2824,258,32.97,60,74,87,Motor and Lubrication
12.47,79.65,2991,293,33.73,67,75,90,Tyres
12.47,79.27,2869,288,35.53,76,68,84,Tyres and Brake System
12.12,79.44,3183,278,30.11,60,68,78,Battery
12.82,77.0,2806,252,31.36,65,60,83,Tyres and Lubrication
12.81,84.42,3144,267,36.17,79,75,78,Battery
12.32,82.18,3041,250,35.49,79,62,86,Tyres
12.55,76.65,3042,293,34.87,80,75,87,Tyres and Lubrication
12.5,83.91,3004,293,33.35,79,65,87,No Maintenance Required
12.19,77.84,3206,265,30.27,64,75,78,No Maintenance Required
12.28,80.25,3086,264,30.02,60,70,78,Tyres and Brake System
12.6,83.0,3173,294,33.08,61,65,81,Brake System and Lubrication
12.78,79.41,2832,266,32.54,67,63,84,Motor and Tyres
12.84,77.82,2837,289,31.03,78,64,87,Motor and Lubrication
12.52,80.46,3047,255,34.44,79,64,80,Motor and Lubrication
12.16,77.88,3090,269,32.55,65,75,81,No Maintenance Required
12.72,80.91,3054,273,33.22,61,68,82,Motor and Tyres
12.41,78.51,3003,289,33.51,60,74,86,No Maintenance Required
12.13,84.11,2955,280,33.4,77,65,83,Tyres and Brake System
12.19,80.21,2973,289,34.59,66,61,86,Motor and Tyres
12.32,84.96,3167,269,35.08,69,70,82,Motor and Lubrication
12.35,78.8,3180,259,36.11,65,75,83,Brake System and Lubrication
12.82,82.03,3093,265,35.22,63,74,82,Tyres and Brake System
12.59,79.07,3198,280,33.6,72,70,81,Motor and Tyres
12.32,79.69,3130,289,34.79,65,66,87,Tyres and Brake System
12.39,78.17,2814,252,33.25,61,73,90,Tyres and Lubrication
12.49,83.33,3093,276,33.7,78,63,78,Tyres
12.8,80.03,3041,279,34.29,79,63,90,Brake System and Lubrication
12.78,83.87,3014,273,31.21,64,66,85,Motor and Lubrication
12.44,79.15,3027,250,32.48,61,66,88,Tyres and Brake System
12.13,77.81,2836,263,35.52,70,75,87,No Maintenance Required
12.11,80.75,2995,266,34.56,60,75,85,Motor and Tyres
12.24,77.65,3261,272,32.74,78,60,79,Brake System and Lubrication
12.52,77.6,2871,265,33.03,66,67,86,Tyres and Lubrication
12.66,81.44,3152,283,31.95,79,64,81,Battery
12.51,80.06,3295,289,32.27,79,69,84,Tyres and Brake System
12.32,83.04,3086,278,34.26,63,71,80,Brake System and Lubrication
12.22,79.19,3054,264,33.92,65,72,78,Motor and Lubrication
12.75,84.68,3090,267,30.17,68,70,79,Tyres and Lubrication
12.33,82.55,3066,263,36.81,68,64,85,Motor and Lubrication
12.75,77.94,3040,253,32.3,63,65,78,Battery
12.18,81.53,2818,289,36.51,74,60,81,Motor and Tyres
12.42,80.57,2832,259,31.06,70,60,87,Brake System and Lubrication
12.52,82.99,3146,291,33.85,80,72,88,No Maintenance Required
12.19,81.55,2903,298,32.86,71,73,86,Brake System and Lubrication
12.73,77.44,3241,263,35.63,71,75,80,Battery
12.62,82.09,3099,260,31.87,79,62,90,Tyres and Lubrication
12.62,81.52,2946,300,31.3,77,68,90,Motor and Tyres
12.41,83.39,2977,295,30.38,67,61,90,Tyres
12.64,83.81,3179,280,35.09,78,62,84,Motor and Lubrication
12.41,83.35,3155,281,34.24,70,71,79,Tyres
12.76,81.52,2855,276,36.76,75,64,80,Tyres and Lubrication
12.67,84.56,3279,298,35.23,65,64,86,Brake System and Lubrication
12.3,78.33,2973,266,34.97,73,63,87,Motor and Lubrication
12.68,80.88,3243,274,32.73,71,65,83,Motor and Tyres
12.49,79.46,3074,277,30.34,67,75,82,Tyres and Lubrication
12.36,80.45,3152,269,33.52,78,74,84,Tyres and Brake System
12.42,83.34,3088,290,35.28,80,74,82,Brake System and Lubrication
12.31,83.12,3280,283,33.37,77,71,78,Motor and Tyres
12.7,79.73,2982,281,34.24,62,71,83,Battery
12.4,75.25,3186,283,35.85,67,61,88,Motor and Lubrication
12.2,82.23,3211,274,32.61,65,67,87,Tyres and Brake System
12.79,79.77,3127,251,34.15,75,75,83,Motor and Tyres
12.88,79.18,3186,256,32.59,63,73,81,Motor and Lubrication
12.38,79.72,3149,258,36.35,62,73,84,Brake System and Lubrication
12.81,83.5,3240,264,33.14,68,60,90,No Maintenance Required
12.18,79.04,3104,269,32.24,80,71,81,Tyres and Brake System
12.59,83.33,3198,267,31.39,71,75,83,Motor and Lubrication
12.39,83.28,3124,259,35.51,76,69,80,Battery
12.74,83.55,3180,281,36.77,79,60,83,Battery
12.24,82.32,2930,292,31.73,73,66,85,Battery
12.38,79.41,2844,283,35.93,72,71,80,Tyres and Brake System
12.1,84.32,3169,287,35.44,63,73,84,Tyres and Brake System
12.11,75.99,3071,298,31.21,72,73,87,Tyres
12.34,82.41,3084,281,33.1,68,62,87,Motor and Tyres
12.64,76.16,3153,300,30.96,61,72,85,Brake System and Lubrication
12.61,81.58,3261,285,34.26,77,67,82,Tyres
12.5,80.97,3138,288,33.19,70,60,88,Brake System and Lubrication
12.66,75.11,3209,296,36.79,76,70,78,No Maintenance Required
12.24,79.37,3174,285,35.29,78,64,86,Tyres and Lubrication
12.45,76.58,2831,278,31.85,79,61,83,Brake System and Lubrication
12.22,75.34,3258,290,32.07,70,65,89,Brake System and Lubrication
12.16,76.18,2993,257,32.2,66,65,83,Tyres and Brake System
12.25,78.61,3100,297,36.95,69,63,89,Battery
12.67,77.14,2851,251,35.3,78,66,83,Motor and Lubrication
12.86,79.39,3080,289,30.53,61,68,84,Tyres
12.88,75.59,2904,261,36.63,68,67,87,No Maintenance Required
12.88,81.61,2947,253,36.02,79,68,90,Motor and Tyres
12.56,78.23,3044,282,36.24,76,60,89,Tyres and Lubrication
12.64,84.72,3064,275,36.63,73,70,81,Tyres
12.83,75.74,3126,268,35.08,62,69,86,Brake System and Lubrication
12.52,84.98,2905,289,31.41,64,65,83,No Maintenance Required
12.39,79.89,2866,300,30.22,65,64,81,Motor and Lubrication
12.4,79.68,2804,272,33.74,72,63,79,Tyres
12.34,75.27,3175,300,31.17,64,75,79,No Maintenance Required
12.31,82.89,2831,265,33.58,62,73,87,Brake System and Lubrication
12.58,78.88,3290,261,35.13,64,61,83,Tyres
12.1,77.41,3249,259,33.15,77,64,85,Tyres
12.56,76.61,2937,250,34.81,73,65,83,No Maintenance Required
12.43,77.37,2987,290,32.54,79,60,90,Battery
12.11,78.33,3172,274,35.19,61,65,84,Tyres and Lubrication
12.12,77.44,2897,295,30.94,61,73,85,Motor and Lubrication
12.82,82.55,2940,259,35.82,73,73,85,Tyres and Brake System
12.76,80.93,2918,271,30.71,66,62,81,Tyres and Lubrication
12.75,78.44,3154,265,32.48,60,67,79,Motor and Lubrication
12.81,80.63,3240,285,33.85,79,72,88,Brake System and Lubrication
12.29,81.23,2861,284,34.98,63,62,84,Motor and Lubrication
12.81,83.73,3066,284,33.03,74,61,84,Tyres
12.72,84.02,3167,291,30.6,77,63,85,Battery
12.63,77.55,3049,263,30.59,62,75,86,No Maintenance Required
12.89,84.97,2907,291,36.0,70,75,86,Tyres
12.81,76.57,3224,252,33.65,74,70,84,Motor and Tyres
12.66,76.95,2861,260,36.08,67,75,84,Brake System and Lubrication
12.19,84.21,3181,265,33.63,74,62,90,Tyres and Brake System
12.46,83.04,3300,265,33.69,64,71,89,Tyres and Brake System
12.52,77.41,3240,290,32.34,64,67,81,Motor and Lubrication
12.36,75.44,2882,282,33.57,70,72,87,Brake System and Lubrication
12.36,83.15,2834,291,31.35,60,63,87,Tyres and Brake System
12.34,76.66,3223,271,33.94,68,64,80,Motor and Tyres
12.4,83.84,3205,278,33.71,80,72,80,Tyres and Lubrication
12.73,80.12,2892,258,33.98,75,62,88,Tyres and Brake System
12.64,76.01,2969,294,33.39,74,75,82,Tyres and Lubrication
12.63,76.5,3234,288,34.18,68,62,84,Motor and Lubrication
12.2,81.98,3120,275,35.28,79,67,79,Battery
12.88,82.1,3001,285,34.85,64,62,83,Tyres
12.72,81.83,3115,265,34.88,70,65,88,Motor and Tyres
12.78,80.7,3293,260,32.8,75,63,86,Tyres and Brake System
12.89,80.16,3192,273,32.4,68,65,81,Tyres and Lubrication
12.9,83.98,3127,290,35.34,76,75,86,Brake System and Lubrication
12.67,82.09,3040,263,31.48,74,69,78,Tyres
12.69,80.49,3297,272,30.05,73,67,88,Battery
12.6,82.37,3204,263,31.5,78,65,85,Brake System and Lubrication
12.43,80.98,2942,264,32.45,73,65,90,Brake System and Lubrication
12.59,77.76,2829,292,32.81,64,73,79,Battery
12.26,80.55,3139,258,36.59,62,67,89,Brake System and Lubrication
12.15,78.98,3172,274,33.45,67,73,81,Tyres and Lubrication
12.68,75.32,2844,292,31.1,65,69,80,Tyres and Brake System
12.38,75.36,3036,279,32.34,78,65,89,Motor and Tyres
12.75,78.39,2955,299,33.11,65,67,80,Battery
12.71,82.26,3205,278,31.36,68,74,88,Tyres and Brake System
12.52,81.37,2876,289,30.99,64,72,86,Tyres and Lubrication
12.75,77.4,2940,275,31.06,61,67,84,Motor and Tyres
12.4,83.95,2984,293,32.7,74,68,85,Motor and Tyres
12.79,75.47,3014,293,35.07,77,64,83,Motor and Lubrication
12.9,80.54,3179,258,36.78,63,68,79,Tyres and Brake System
12.54,83.82,3243,265,33.89,73,61,79,No Maintenance Required
12.46,80.1,2954,263,31.96,66,65,80,Motor and Tyres
12.22,79.5,3266,295,32.99,69,60,81,Motor and Tyres
12.55,75.18,2936,251,30.54,70,68,90,Tyres and Lubrication
12.45,77.6,2881,282,34.98,64,68,80,Brake System and Lubrication
12.7,79.88,3062,260,34.1,79,64,80,Tyres and Brake System
12.59,82.1,2977,267,35.45,72,62,80,Tyres
12.39,81.48,2902,269,31.31,74,69,80,Tyres
12.54,83.29,3230,272,30.15,67,60,87,No Maintenance Required
12.29,80.53,3049,299,33.13,72,64,88,Tyres and Lubrication
12.7,81.82,3135,295,34.73,63,61,80,Motor and Tyres
12.65,82.61,3020,265,36.36,75,65,90,No Maintenance Required
12.57,82.55,3090,283,30.51,69,71,84,Tyres
12.32,82.72,2914,251,36.1,67,65,90,Brake System and Lubrication
12.37,83.08,3144,255,35.29,71,68,89,Motor and Tyres
12.33,77.23,2964,272,36.49,64,65,86,Tyres and Lubrication
12.44,76.27,3111,268,35.29,63,63,80,Brake System and Lubrication
12.48,78.11,2826,251,36.33,80,68,84,Tyres and Brake System
12.55,80.65,2937,273,32.39,78,69,87,Motor and Tyres
12.47,83.81,3063,292,36.77,69,75,81,Motor and Lubrication
12.86,80.9,3048,263,35.59,70,60,78,Motor and Lubrication
12.26,81.37,3138,258,31.47,73,63,83,No Maintenance Required
12.51,75.28,3012,270,35.57,68,75,84,Tyres and Lubrication
12.38,75.93,3069,287,31.92,64,75,90,Tyres
12.62,76.28,3283,286,35.14,78,74,84,Brake System and Lubrication
12.47,75.45,2983,298,30.19,65,67,86,Motor and Lubrication
12.35,76.4,2818,273,34.62,74,67,83,Motor and Lubrication
12.49,75.21,3077,295,31.3,63,68,90,Battery
12.85,77.95,3235,283,36.43,63,70,86,Motor and Tyres
12.14,78.01,2986,259,36.25,68,66,89,Brake System and Lubrication
12.24,82.86,3144,295,36.21,65,69,79,Motor and Tyres
12.4,76.58,2876,268,33.21,69,72,82,Brake System and Lubrication
12.78,80.52,3104,285,35.29,63,65,81,Tyres and Brake System
12.28,83.58,3118,265,34.27,75,75,82,Motor and Lubrication
12.69,80.86,3121,280,30.1,70,67,86,Battery
12.77,84.99,3015,272,36.41,63,70,84,Battery
12.61,75.59,2972,250,35.81,68,75,79,No Maintenance Required
12.66,79.29,3153,254,34.65,63,61,87,No Maintenance Required
12.57,82.15,2808,251,33.37,65,64,90,Brake System and Lubrication
12.8,83.83,3290,294,35.06,67,60,88,Tyres and Lubrication
12.35,75.88,3179,255,36.73,77,60,88,Tyres
12.28,82.13,2818,290,31.13,64,69,85,Motor and Lubrication
12.28,75.28,2887,282,34.03,67,64,82,Brake System and Lubrication
12.76,81.04,2902,269,30.01,76,73,83,Tyres
12.2,77.86,3258,297,30.82,70,73,78,Battery
12.65,83.4,2985,291,33.71,79,74,83,Tyres and Lubrication
12.88,79.85,3178,273,31.8,79,75,83,No Maintenance Required
12.42,84.85,3189,273,35.47,65,73,86,Brake System and Lubrication
12.32,78.45,2874,285,31.77,68,67,89,No Maintenance Required
12.28,78.27,2956,296,32.31,74,62,90,Battery
12.25,79.8,3275,261,36.24,76,72,85,Motor and Tyres
12.75,75.23,3030,272,32.41,63,62,82,Tyres and Lubrication
12.84,77.59,3059,267,33.51,80,62,84,Motor and Tyres
12.72,77.37,3203,293,35.55,77,74,82,Motor and Tyres
12.19,77.16,2800,255,32.56,74,65,78,Tyres and Lubrication
12.14,84.14,3046,281,34.84,65,73,78,No Maintenance Required
12.81,81.74,2899,264,33.25,67,69,88,No Maintenance Required
12.73,75.79,3067,285,34.69,64,69,83,Brake System and Lubrication
12.73,82.27,3061,260,36.64,80,74,86,Tyres and Brake System
12.27,83.4,3230,292,36.56,74,67,90,Motor and Tyres
12.38,82.39,3075,253,36.95,77,63,80,Motor and Lubrication
12.45,77.95,3059,290,34.45,72,64,86,No Maintenance Required
12.69,80.24,3151,257,31.13,69,74,87,Tyres and Lubrication
12.5,75.35,3290,294,35.77,60,73,81,Tyres and Lubrication
12.87,84.03,3206,286,30.08,63,70,79,Motor and Tyres
12.78,80.65,2980,250,32.61,71,71,86,Tyres
12.6,75.94,3150,260,34.72,64,72,79,Tyres and Brake System
12.14,79.99,3196,276,32.05,72,70,85,No Maintenance Required
12.87,80.97,3207,298,35.93,62,69,80,Tyres
12.85,84.42,2997,297,36.65,65,68,79,Tyres
12.32,81.52,3255,282,30.67,79,60,85,Brake System and Lubrication
12.36,77.57,3053,271,30.89,75,63,86,Tyres and Brake System
12.7,84.48,3274,289,33.41,69,66,78,Tyres and Brake System
12.25,81.63,3121,284,31.45,62,68,84,Tyres and Brake System
12.79,82.85,3189,260,33.88,76,68,86,Tyres and Lubrication
12.8,79.06,2985,255,30.66,74,71,82,No Maintenance Required
12.58,79.28,3072,262,35.37,78,74,78,Tyres
12.47,81.08,3003,270,32.35,66,67,89,Brake System and Lubrication
12.37,81.34,2847,269,32.45,74,69,83,Motor and Tyres
12.6,80.19,3036,259,31.71,79,64,81,Brake System and Lubrication
12.72,75.85,2940,290,34.58,61,72,78,Motor and Lubrication
12.61,75.09,2918,287,33.38,75,71,86,Brake System and Lubrication
12.76,79.97,3029,276,30.47,77,68,87,No Maintenance Required
12.47,80.25,3045,274,30.29,62,62,83,Motor and Lubrication
12.85,78.45,2973,251,34.11,80,75,78,Tyres
12.8,81.66,2828,286,34.7,72,75,80,Motor and Tyres
12.18,75.9,3070,283,30.74,79,69,78,Motor and Lubrication
12.39,76.8,2861,287,34.5,67,72,85,Tyres and Lubrication
12.51,84.91,3247,299,32.8,75,62,84,Brake System and Lubrication
12.17,81.96,2994,265,31.94,72,60,81,Motor and Tyres
12.68,82.14,2861,280,31.04,77,72,85,No Maintenance Required
12.19,83.97,3271,285,31.56,77,67,80,Battery
12.29,76.73,3044,253,36.61,74,73,83,Motor and Tyres
12.37,84.68,3238,285,36.69,67,71,83,Brake System and Lubrication
12.46,81.4,2882,263,33.8,68,72,78,Tyres
12.23,80.61,2898,296,30.63,78,66,87,Tyres
12.8,82.65,2805,265,30.53,63,62,78,Tyres and Lubrication
12.59,79.72,3231,276,32.25,69,61,79,Motor and Lubrication
12.16,76.01,2885,296,34.51,65,71,81,Tyres and Lubrication
12.7,84.84,3026,292,36.34,77,73,86,Brake System and Lubrication
12.64,78.5,3072,280,31.97,64,73,88,Motor and Lubrication
12.87,78.77,2868,296,30.61,69,63,86,Tyres
12.29,84.82,3016,256,34.4,79,73,84,Tyres and Lubrication
12.5,80.27,3180,261,31.82,61,64,79,Tyres and Lubrication
12.4,75.02,3016,283,34.54,69,68,81,Tyres
12.36,83.49,3071,288,32.09,69,70,90,No Maintenance Required
12.53,77.89,2880,256,32.92,71,68,83,Tyres and Brake System
12.21,80.51,2969,295,30.48,73,66,81,No Maintenance Required
12.88,83.31,3161,257,31.16,73,65,78,No Maintenance Required
12.13,81.15,3052,255,35.57,71,61,81,Tyres
12.68,81.48,3298,256,33.93,70,70,78,Tyres and Lubrication
12.73,77.19,3124,262,30.49,71,65,78,Tyres and Brake System
12.63,83.38,2827,267,34.97,75,61,85,Brake System and Lubrication
12.84,84.79,3185,253,34.68,80,62,83,Tyres and Lubrication
12.77,78.93,3251,282,33.46,62,67,83,Tyres and Lubrication
12.15,75.08,2913,291,30.22,75,74,87,Brake System and Lubrication
12.88,84.68,2901,278,32.06,72,70,83,Battery
12.71,77.14,2838,251,31.08,70,68,83,Brake System and Lubrication
12.36,75.81,2822,274,34.69,73,73,81,Motor and Lubrication
12.25,77.4,3238,283,34.34,63,66,78,Motor and Lubrication
12.11,80.81,3050,271,35.13,72,61,83,Tyres
12.67,84.7,3293,287,35.31,62,64,78,Motor and Tyres
12.63,77.8,3206,255,30.54,62,64,80,No Maintenance Required
12.15,79.47,2815,299,30.82,71,63,80,Motor and Tyres
12.38,76.47,3151,279,32.89,75,64,83,Battery
12.86,75.34,3012,300,36.81,73,61,85,Battery
12.24,77.36,2958,294,33.67,69,69,78,Motor and Tyres
12.27,78.46,3003,300,33.0,79,74,87,No Maintenance Required
12.32,76.06,3006,252,34.55,74,72,89,Motor and Lubrication
12.48,76.16,3155,291,34.24,67,73,88,Motor and Tyres
12.25,80.7,3151,258,34.74,76,63,78,Motor and Lubrication
12.38,80.23,2961,257,31.6,75,70,88,Motor and Lubrication
12.39,81.1,3290,294,35.68,78,73,89,Battery
12.81,77.7,3070,284,30.08,69,75,84,Tyres
12.7,78.71,3015,281,33.31,64,75,83,Tyres and Brake System
12.44,84.88,2916,256,35.06,62,66,90,Brake System and Lubrication
12.3,80.65,2891,265,33.49,60,69,78,Tyres and Brake System
12.41,78.21,3123,270,36.89,68,71,81,Brake System and Lubrication
12.41,78.67,2853,296,32.45,76,69,79,Motor and Lubrication
12.19,76.18,3042,270,34.25,68,71,89,Motor and Lubrication
12.23,81.46,2876,281,32.11,64,69,81,Tyres
12.6,77.24,3292,281,30.29,66,70,82,Battery
12.79,81.54,2802,292,36.96,74,67,82,Tyres and Lubrication
12.67,80.49,2936,294,36.36,61,69,83,No Maintenance Required
12.79,79.89,3077,273,35.69,74,70,85,Tyres and Brake System
12.73,80.63,2998,290,30.13,75,68,88,Brake System and Lubrication
12.43,83.48,3285,266,34.41,70,60,80,Tyres
12.71,84.14,2993,268,36.65,65,68,82,No Maintenance Required
12.86,77.7,3090,255,36.56,73,60,89,Brake System and Lubrication
12.45,78.19,3001,251,35.05,69,61,88,Tyres and Brake System
12.5,77.81,2972,285,34.35,64,62,80,Tyres and Brake System
12.15,80.77,3106,275,32.03,60,72,88,Brake System and Lubrication
12.79,83.22,3153,267,32.11,68,71,84,Battery
12.32,81.84,2835,251,35.21,70,75,85,Motor and Lubrication
12.62,78.04,3236,295,35.14,76,65,80,Tyres and Brake System
12.28,79.61,3046,286,36.07,68,62,85,Brake System and Lubrication
12.6,81.59,2901,299,33.71,70,72,88,Motor and Lubrication
12.63,82.85,2808,300,33.19,65,66,90,Battery
12.8,81.09,3091,264,33.0,60,67,82,Tyres and Brake System
12.55,81.63,3108,284,30.38,68,61,78,Motor and Lubrication
12.82,81.86,3200,299,36.04,65,61,88,Brake System and Lubrication
12.31,75.13,3164,274,35.82,80,72,89,Tyres and Lubrication
12.13,75.77,3086,294,35.35,71,72,79,Tyres
12.87,81.15,3004,257,36.95,65,73,85,Tyres and Brake System
12.75,78.48,2988,266,34.52,76,64,87,No Maintenance Required
12.17,82.55,3029,259,33.17,62,65,83,Battery
12.49,76.03,2803,295,36.81,77,69,85,Motor and Tyres
12.64,75.76,2984,259,36.59,71,69,80,Brake System and Lubrication
12.38,83.78,3245,260,36.55,66,62,84,No Maintenance Required
12.66,78.15,2880,278,32.69,66,67,87,Brake System and Lubrication
12.13,79.04,2909,258,35.48,75,64,78,Tyres and Brake System
12.28,81.56,2948,286,34.97,64,70,78,Tyres and Brake System
12.35,81.53,2982,292,35.35,80,75,87,Battery
12.32,78.02,2947,253,35.12,60,71,81,Tyres and Brake System
12.7,79.07,2927,257,33.88,62,63,89,No Maintenance Required
12.83,83.93,2909,265,33.13,76,61,79,Tyres and Brake System
